UF;IBGE;Região;Pop_Total2010;Quant_municipios;q63_3;q63_4;q63_5;q63_6;q63_7;q63_8;q63_9;D63_2;D63_2_categoria;D63_4;D63_4bin1;D63_4bin2;D63_4bin3;D63_5bin1;D63_5bin2;D63_5bin3;D63_5bin4;D63_5bin1_TIT;D63_5bin1_SUPL;D63_5bin2_TIT;D63_5bin2_SUPL;D63_5bin3_TIT;D63_5bin3_SUPL;D63_5bin4_TIT;D63_5bin4_SUPL
MG;MG;Sudeste;19597330;853;F;Superior Completo;Sociedade Cívil - dos usuários;Conselheiro(a) Presidente;Sem vínculo;11/10/2015;11/10/2017;32;De 30 a 39 anos;Nível Superior; ; ;Nível Superior;1; ; ; ;1; ; ; ; ; ; ; 
CE;CE;Nordeste;8452381;184;F;Especialização;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Outro vínculo não permanente;6/27/2014;6/27/2016;32;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
RN;RN;Nordeste;3168027;167;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Sem vínculo;8/19/2015;8/19/2017;32;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
SE;SE;Nordeste;2068017;75;M;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Servidor/Estatutário;08/12/2015;12/04/2016;32;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
RJ;RJ;Sudeste;15989929;92;M;Mestrado;Sociedade Cívil - organizações de usuários;Conselheiro Titular;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;10/30/2014;10/30/2016;32;De 30 a 39 anos;Nível Superior; ; ;Nível Superior;1; ; ; ;1; ; ; ; ; ; ; 
SC;SC;Sul;6248436;295;F;Superior Completo;Sociedade Cívil - dos usuários;Conselheiro Titular;Outro vínculo não permanente;4/13/2015;03/10/2017;32;De 30 a 39 anos;Nível Superior; ; ;Nível Superior;1; ; ; ;1; ; ; ; ; ; ; 
SC;SC;Sul;6248436;295;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Outro vínculo não permanente;03/10/2015;03/10/2017;32;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
MS;MS;Centro-Oeste;2449024;79;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Empregado Público Celetista – CLT;9/21/2015;9/20/2017;32;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
AM;AM;Norte;3483985;62;F;Especialização;Sociedade Cívil - organizações de usuários;Conselheiro Suplente;Voluntario;06/03/2015;12/31/2018;32;De 30 a 39 anos;Nível Superior; ; ;Nível Superior;1; ; ; ; ;1; ; ; ; ; ; 
PA;PA;Norte;7581051;144;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Comissionado;5/29/2015;5/29/2017;32;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
SE;SE;Nordeste;2068017;75;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Empregado Público Celetista – CLT;10/14/2015;12/04/2016;32;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
MG;MG;Sudeste;19597330;853;M;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Sem vínculo;11/10/2015;11/10/2017;32;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
ES;ES;Sudeste;3514952;78;F;Especialização;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;06/10/2013;11/23/2015;32;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
RJ;RJ;Sudeste;15989929;92;M;Médio Completo;Sociedade Cívil - organizações de usuários;Conselheiro Suplente;Empregado Público Celetista – CLT;10/30/2014;10/30/2016;32;De 30 a 39 anos;Nível Médio; ;Nível Médio; ;1; ; ; ; ;1; ; ; ; ; ; 
SC;SC;Sul;6248436;295;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Servidor Temporário;03/10/2015;03/10/2017;32;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
MS;MS;Centro-Oeste;2449024;79;F;Superior Completo;Governamental – Saúde;Conselheiro Suplente;Servidor/Estatutário;9/21/2015;9/21/2017;32;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
DF;DF;Centro-Oeste;2570160;1;M;Superior Completo;Governamental – Educação;Conselheiro Suplente;Sem vínculo;7/23/2015;7/23/2018;32;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
MA;MA;Nordeste;6574789;217;F;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Servidor Temporário;05/05/2015;05/05/2017;31;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
RN;RN;Nordeste;3168027;167;M;Superior Completo;Sociedade Cívil - dos usuários;Conselheiro Titular;Voluntario;8/19/2015;8/19/2017;31;De 30 a 39 anos;Nível Superior; ; ;Nível Superior;1; ; ; ;1; ; ; ; ; ; ; 
SE;SE;Nordeste;2068017;75;M;Especialização;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Servidor/Estatutário;12/04/2014;12/04/2016;31;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
MG;MG;Sudeste;19597330;853;F;Especialização;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Sem vínculo;11/10/2015;11/10/2017;31;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
PR;PR;Sul;10444526;399;F;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Comissionado;6/26/2014;6/26/2016;31;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
AC;AC;Norte;733559;22;F;Especialização;Sociedade Cívil - organizações de usuários;Conselheiro Suplente;Voluntario;9/30/2014;9/30/2016;31;De 30 a 39 anos;Nível Superior; ; ;Nível Superior;1; ; ; ; ;1; ; ; ; ; ; 
TO;TO;Norte;1383445;139;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;6/26/2014;6/26/2016;31;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
ES;ES;Sudeste;3514952;78;F;Especialização;Governamental - Assistência Social;Conselheiro Suplente;Servidor/Estatutário;06/10/2013;11/23/2015;31;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
ES;ES;Sudeste;3514952;78;F;Especialização;Governamental – Outras áreas;Conselheiro Suplente;Sem vínculo;06/10/2013;11/23/2015;31;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
PR;PR;Sul;10444526;399;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Comissionado;6/26/2014;6/26/2016;31;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
GO;GO;Centro-Oeste;6003788;246;F;Superior Completo;Sociedade Cívil - dos usuários;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;01/01/2013;12/31/2015;31;De 30 a 39 anos;Nível Superior; ; ;Nível Superior;1; ; ; ; ;1; ; ; ; ; ; 
DF;DF;Centro-Oeste;2570160;1;F;Superior Completo;Governamental - Assistência Social;Conselheiro Suplente;Servidor/Estatutário;04/09/2015;12/31/2018;31;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
PB;PB;Nordeste;3766528;223;F;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Comissionado;9/14/2014;9/14/2016;30;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
SE;SE;Nordeste;2068017;75;M;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Outro vínculo não permanente;12/04/2014;12/04/2016;30;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
RJ;RJ;Sudeste;15989929;92;F;Superior Incompleto;Governamental – Saúde;Conselheiro Titular;Empregado Público Celetista – CLT;10/30/2014;10/30/2016;30;De 30 a 39 anos;Nível Médio; ;Nível Médio; ; ; ; ;1; ; ; ; ; ; ;1; 
PR;PR;Sul;10444526;399;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Outro vínculo não permanente;6/26/2014;6/26/2016;30;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
SC;SC;Sul;6248436;295;M;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Outro vínculo não permanente;03/10/2015;03/10/2017;30;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
AM;AM;Norte;3483985;62;F;Especialização;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Voluntario;01/01/2015;12/31/2018;30;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
CE;CE;Nordeste;8452381;184;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Comissionado;6/27/2014;6/27/2016;30;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RJ;RJ;Sudeste;15989929;92;F;Superior Completo;Sociedade Cívil - organizações de usuários;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;10/30/2014;10/30/2016;30;De 30 a 39 anos;Nível Superior; ; ;Nível Superior;1; ; ; ; ;1; ; ; ; ; ; 
RJ;RJ;Sudeste;15989929;92;M;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Empregado Público Celetista – CLT;10/30/2014;10/30/2016;30;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
SC;SC;Sul;6248436;295;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;03/10/2015;03/10/2017;30;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
DF;DF;Centro-Oeste;2570160;1;M;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Sem vínculo;3/26/2015;12/31/2018;30;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RO;RO;Norte;1562409;52;M;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Sem vínculo;9/24/2014;9/24/2016;29;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
AP;AP;Norte;669526;16;M;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Empregado Público Celetista – CLT;08/11/2015;08/11/2017;29;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
RN;RN;Nordeste;3168027;167;F;Mestrado;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Sem vínculo;8/19/2015;8/19/2017;29;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
PE;PE;Nordeste;8796448;185;F;Superior Completo;Sociedade Cívil - dos usuários;Conselheiro Titular;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;11/10/2014;11/10/2016;29;Até 29 anos;Nível Superior; ; ;Nível Superior;1; ; ; ;1; ; ; ; ; ; ; 
MG;MG;Sudeste;19597330;853;F;Especialização;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Sem vínculo;11/10/2015;11/10/2017;29;Até 29 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
ES;ES;Sudeste;3514952;78;F;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Sem vínculo;06/10/2013;11/23/2015;29;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
ES;ES;Sudeste;3514952;78;F;Mestrado;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;11/05/2014;11/23/2015;29;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
SP;SP;Sudeste;41262199;645;M;Mestrado;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Servidor/Estatutário;04/01/2015;03/01/2017;29;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
RS;RS;Sul;10693929;497;M;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Sem vínculo;11/17/2014;11/17/2016;29;Até 29 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
DF;DF;Centro-Oeste;2570160;1;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Servidor/Estatutário;8/13/2015;6/18/2018;29;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
AM;AM;Norte;3483985;62;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Voluntario;06/03/2015;12/31/2018;29;Até 29 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
AP;AP;Norte;669526;16;F;Médio Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;08/11/2015;08/11/2017;29;Até 29 anos;Nível Médio; ;Nível Médio; ; ; ; ;1; ; ; ; ; ; ; ;1
AP;AP;Norte;669526;16;M;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Servidor Temporário;08/11/2015;08/11/2017;29;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
CE;CE;Nordeste;8452381;184;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Comissionado;6/27/2014;6/27/2016;29;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
CE;CE;Nordeste;8452381;184;F;Mestrado;Governamental – Educação;Conselheiro Suplente;Comissionado;6/27/2014;6/27/2016;29;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
MG;MG;Sudeste;19597330;853;F;Especialização;Governamental - Assistência Social;Conselheiro Suplente;Comissionado;9/18/2014;9/18/2016;29;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RJ;RJ;Sudeste;15989929;92;F;Superior Completo;Governamental – Educação;Conselheiro Suplente;Servidor/Estatutário;3/13/2015;10/30/2016;29;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RN;RN;Nordeste;3168027;167;M;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Comissionado;8/19/2015;8/19/2017;28;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
PR;PR;Sul;10444526;399;F;Especialização;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Outro vínculo não permanente;6/26/2014;6/26/2016;28;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
GO;GO;Centro-Oeste;6003788;246;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;01/01/2013;12/31/2015;28;Até 29 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
CE;CE;Nordeste;8452381;184;F;Fundamental Incompleto;Sociedade Cívil - dos usuários;Conselheiro Suplente;Outro vínculo não permanente;6/27/2014;6/27/2016;28;Até 29 anos;Nível fundamental;Nível fundamental; ; ;1; ; ; ; ;1; ; ; ; ; ; 
PE;PE;Nordeste;8796448;185;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Comissionado;10/20/2014;10/20/2016;28;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
SP;SP;Sudeste;41262199;645;F;Especialização;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;6/28/2014;3/31/2017;28;Até 29 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
PR;PR;Sul;10444526;399;M;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;6/26/2014;6/26/2016;28;Até 29 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
SC;SC;Sul;6248436;295;F;Superior Completo;Sociedade Cívil - organizações de usuários;Conselheiro Suplente;Sem vínculo;6/17/2015;03/10/2017;28;Até 29 anos;Nível Superior; ; ;Nível Superior;1; ; ; ; ;1; ; ; ; ; ; 
DF;DF;Centro-Oeste;2570160;1;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Sem vínculo;3/26/2015;12/31/2018;28;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
MA;MA;Nordeste;6574789;217;M;Superior Completo;Governamental - Assistência Social;Conselheiro Titular;Comissionado;05/05/2015;05/05/2017;27;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
PB;PB;Nordeste;3766528;223;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Sem vínculo;9/14/2014;9/14/2016;27;Até 29 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
PE;PE;Nordeste;8796448;185;F;Especialização;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Empregado Público Celetista – CLT;11/10/2014;11/10/2016;27;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
DF;DF;Centro-Oeste;2570160;1;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Sem vínculo;6/18/2015;6/18/2018;27;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
AL;AL;Nordeste;3120494;102;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Comissionado;3/19/2015;3/19/2016;27;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
SE;SE;Nordeste;2068017;75;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Empregado Público Celetista – CLT;10/27/2015;12/04/2016;27;Até 29 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
MG;MG;Sudeste;19597330;853;F;Especialização;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;6/19/2015;6/19/2017;27;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RJ;RJ;Sudeste;15989929;92;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;10/30/2014;10/30/2016;27;Até 29 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
TO;TO;Norte;1383445;139;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Servidor/Estatutário;6/26/2014;6/26/2016;26;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
CE;CE;Nordeste;8452381;184;F;Especialização;Governamental – Outras áreas;Conselheiro Titular;Comissionado;6/27/2014;6/27/2016;26;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
RN;RN;Nordeste;3168027;167;M;Superior Incompleto;Sociedade Cívil - dos usuários;Conselheiro Titular;Sem vínculo;8/19/2015;8/19/2017;26;Até 29 anos;Nível Médio; ;Nível Médio; ;1; ; ; ;1; ; ; ; ; ; ; 
RN;RN;Nordeste;3168027;167;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Sem vínculo;8/19/2015;8/19/2017;26;Até 29 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
MG;MG;Sudeste;19597330;853;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Sem vínculo;11/10/2015;11/10/2017;26;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
AM;AM;Norte;3483985;62;F;Superior Incompleto;Sociedade Cívil - organizações de usuários;Conselheiro Titular;Empregado Público Celetista – CLT;06/03/2015;12/31/2018;25;Até 29 anos;Nível Médio; ;Nível Médio; ;1; ; ; ;1; ; ; ; ; ; ; 
AL;AL;Nordeste;3120494;102;F;Superior Completo;Governamental - Assistência Social;Conselheiro Titular;Comissionado;7/31/2015;12/30/2016;25;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
PR;PR;Sul;10444526;399;M;Mestrado;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Outro vínculo não permanente;6/26/2014;6/26/2016;25;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
MA;MA;Nordeste;6574789;217;M;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor Temporário;05/05/2015;05/05/2017;25;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
SC;SC;Sul;6248436;295;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Outro vínculo não permanente;03/10/2015;03/10/2017;25;Até 29 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
ES;ES;Sudeste;3514952;78;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Sem vínculo;06/10/2013;11/23/2015;24;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
SE;SE;Nordeste;2068017;75;F;Mestrado;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;08/12/2015;12/04/2016;24;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
RJ;RJ;Sudeste;15989929;92;F;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Comissionado;10/30/2014;10/30/2016;23;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
AC;AC;Norte;733559;22;M;Superior Incompleto;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Voluntario;9/30/2014;9/30/2016;23;Até 29 anos;Nível Médio; ;Nível Médio; ; ;1; ; ; ; ; ;1; ; ; ; 
MA;MA;Nordeste;6574789;217;F;Superior Incompleto;Governamental - Assistência Social;Conselheiro Suplente;Servidor Temporário;05/05/2015;05/05/2017;23;Até 29 anos;Nível Médio; ;Nível Médio; ; ; ; ;1; ; ; ; ; ; ; ;1
MG;MG;Sudeste;19597330;853;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Sem vínculo;11/10/2015;11/10/2017;23;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
AC;AC;Norte;733559;22;F;Médio Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Voluntario;9/30/2014;9/30/2016;22;Até 29 anos;Nível Médio; ;Nível Médio; ; ;1; ; ; ; ; ;1; ; ; ; 
DF;DF;Centro-Oeste;2570160;1;M;Médio Completo;Sociedade Cívil - dos usuários;Conselheiro Titular;Sem vínculo;6/18/2015;6/18/2018;18;Até 29 anos;Nível Médio; ;Nível Médio; ;1; ; ; ;1; ; ; ; ; ; ; 
ES;ES;Sudeste;3514952;78;M;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;06/10/2013;11/23/2015;13;Até 29 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
MG;MG;Sudeste;19597330;853;F;Médio Completo;Sociedade Cívil - dos usuários;Conselheiro Titular;Sem vínculo;11/10/2015;11/10/2017;11;Até 29 anos;Nível Médio; ;Nível Médio; ;1; ; ; ;1; ; ; ; ; ; ; 
RS;RS;Sul;10693929;497;F;Superior Completo;Governamental - Assistência Social;Conselheiro Titular;Sem vínculo;11/17/2014;11/17/2016;4;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
RS;RS;Sul;10693929;497;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Sem vínculo;11/05/2014;11/04/2016;4;Até 29 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
RS;RS;Sul;10693929;497;M;Superior Completo;Sociedade Cívil - organizações de usuários;Conselheiro Suplente;Sem vínculo;11/17/2014;11/17/2016;4;Até 29 anos;Nível Superior; ; ;Nível Superior;1; ; ; ; ;1; ; ; ; ; ; 
